,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
4302,For The Warp,1201830,0.0,0.0,1.0,0.0,+41.40,-44.11,-14.09,-52.71,176.21,77.25,-3.0,41.22,-65.13,-16.26,287.12,-15.99,-64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2020
4303,Killing Time,686190,0.0,0.0,1.0,0.0,-41.91,-10.98,-23.99,7.8,55.65,-13.6,83.0,-38.64,1.83,-47.74,97.73,-27.43,45.44,-13.29,-43.96,5.17,28.66,31.11,2.23,31.63,-28.94,-11.74,19.65,-18.55,58.92,-34.92,3.87,-1.31,9.64,-2.82,-16.69,-11.64,-8.3,-49.69,74.67,54.33,-34.14,35.01,-37.37,22.67,-32.04,47.04,-42.58,-70.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2017
4304,Mutant Football League,529520,0.0,0.0,1.0,0.0,-25.54,-27.32,-0.43,-25.6,3.19,13.29,24.44,32.62,24.29,-41.89,21.5,-30.39,57.55,0.13,-44.63,12.88,9.43,10.39,2.48,7.53,19.73,+15.18,27.98,-0.03,-12.55,-23.30,-49.05,-23.08,101.66,-42.82,132.14,-16.24,-9.85,19.66,5.59,-38.1,99.76,-22.42,-36.96,-38.98,10.06,-53.2,293.18,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
4305,Entropy : Zero,714070,0.0,0.0,1.0,0.0,-9.26,-20.06,-5.49,-6.13,19.34,-27.66,22.17,0.19,2.53,-8.59,-1.98,-24.02,-45.55,48.72,13.44,2.92,-24.47,43.2,-20.72,-50.66,405.06,-30.46,50.62,+31.64,0.91,-23.61,10.27,-27.33,21.97,11.84,5.26,-0.6,-17.34,-9.66,-0.23,-2.56,-19.68,-15.0,0.94,-17.09,2.11,8.31,-23.65,244991.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
4306,Evolution,469800,0.0,0.0,1.0,0.0,-16.74,-6.31,0.74,-13.25,3.85,-12.76,17.67,28.7,-8.29,-22.22,-27.81,-24.0,10.44,51.32,11.97,4.39,-8.91,19.72,34.92,-24.86,-20.78,+8.86,-27.57,-6.69,-31.41,-32.59,-59.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
4307,Miracle Snack Shop,995460,0.0,0.0,1.0,0.0,-11.19,12.73,-20.1,-17.94,8.44,14.79,60.45,-0.78,-3.0,-21.19,-28.8,-3.14,30.69,-36.31,-55.1,-28.36,432.73,24.35,2.26,10.29,-17.14,-27.32,-7.86,-44.14,-67.42,+240.17,-69.52,-46.06,504.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2018
4308,Who Needs a Hero?,1342890,0.0,0.0,1.0,0.0,-23.57,-40.02,-28.62,-27.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2021
4309,Mr. Prepper Demo,1322840,0.0,0.0,1.0,0.0,+0.72,-26.94,7.48,-32.57,368.21,-36.16,-61.31,0.85,-10.18,-41.05,-74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
4310,Caravan,352890,0.0,0.0,1.0,0.0,+9.56,42.15,-9.83,14.29,-46.23,-14.05,52.4,99.3,-56.01,-0.64,-0.21,57.22,-36.24,19.86,-17.19,8.79,-49.51,54.71,93.66,-64.05,56.3,-42.81,25.67,+157.38,-43.61,-73.89,442.47,-69.87,328.55,-19.06,-28.46,4.81,-14.19,-46.65,-63.29,843.79,-67.91,339.98,-49.34,35.13,-22.16,-54.43,312.1,-21.09,-51.72,-0.83,+78.34,44.85,167.51,-26.94,-17.2,-50.13,-73.64,+237.57,-80.34,926.83,829.41,-75.35,-3.64,85.12,42.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
4311,STRIDE,1292040,0.0,0.0,1.0,0.0,-9.23,6.59,12.7,-16.62,8.99,4.01,10.16,-44.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
4312,Ikaruga,253750,0.0,0.0,1.0,0.0,+40.16,-3.71,-10.06,1.69,-3.13,1.69,19.64,8.28,-7.35,-32.48,10.34,-22.35,42.77,10.36,11.93,-20.85,-0.65,15.02,27.98,27.63,-16.24,-30.30,4.04,-14.22,39.79,+10.80,-21.54,-6.58,3.73,8.9,6.1,2.56,-1.62,-44.02,-6.88,50.49,37.29,-21.97,1.87,-32.48,-14.5,10.97,22.29,24.66,7.52,-41.77,+3.98,62.25,-9.71,-8.67,0.97,-34.0,15.02,+26.78,19.81,6.8,-7.86,-41.47,23.04,58.94,-18.17,+3.36,-11.59,-46.81,0.82,54.71,32.41,-6.7,-8.97,-12.8,-54.51,156.6,0.13,-5.48,-22.51,13.7,-4.5,32.82,-4.54,-3.83,-33.72,-45.98,-12.23,149.46,-23.52,-54.33,-58.16,,,,,,,,,,,,,,,,,,,,,February 2014
4313,House of Snark 6-in-1 Bundle,486810,0.0,0.0,1.0,0.0,+37.99,-30.48,-6.9,-23.23,17.47,60.62,-2.78,-31.46,-15.48,19.29,25.13,-6.39,-34.76,7.09,39.81,-19.93,60.04,38.31,-13.17,-21.89,38.41,-30.29,14.99,-4.01,-35.72,+16.03,-8.67,2.01,-2.22,28.94,0.82,-6.13,11.39,-25.49,32.6,-32.94,6.24,11.2,3.75,-9.66,1.19,16.61,27.49,-1.26,-14.43,-10.5,+61.22,-8.25,-8.44,-27.9,-6.3,-11.82,15.82,+21.05,-21.88,36.13,24.14,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2016
4314,Sunrise survival,663110,0.0,0.0,1.0,0.0,+87.77,-4.4,-25.35,-21.73,34.32,-13.64,10.21,32.25,-13.59,-15.61,-33.28,-35.32,-11.78,82.25,-0.01,9.49,164.59,-46.82,-5.27,-17.05,-44.86,+10.60,83.41,+8.67,-29.85,+0.62,8.96,-39.93,24.72,61.41,2.22,-9.37,-48.16,16.28,8.7,-8.26,24.89,29.54,-11.92,-19.62,22.84,-46.33,-13.65,-6.04,-45.94,8112.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2017
4315,Secret Government,946990,0.0,0.0,1.0,0.0,-20.28,271.89,33.72,-4.31,-21.84,8.74,20.56,21.14,-57.43,-43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
4316,Hentai Girl Karen,1004240,0.0,0.0,1.0,0.0,-13.91,-4.48,24.88,-27.86,6.19,18.49,55.31,-22.79,-4.51,-37.83,17.22,140.12,-51.45,64.6,-22.75,-45.64,50.47,44.53,-6.91,-9.96,44.4,-56.15,-0.51,+32.55,-84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
4317,Welcome to the Game,485380,0.0,0.0,1.0,0.0,+0.78,5.14,-4.0,1.46,25.83,-13.62,2.92,-10.02,-36.8,10.11,7.1,-8.6,14.89,39.09,15.01,-31.12,24.02,18.07,22.8,-1.47,-39.65,-23.11,50.53,+33.22,7.45,-6.53,-7.33,-4.34,-22.77,22.06,24.14,7.58,-17.93,-39.81,-3.41,-13.93,-55.31,302.45,4.07,-26.42,-0.4,-4.57,10.19,21.02,-42.25,-6.64,-7.92,1.98,-42.42,116.36,-11.42,-30.54,13.09,-27.13,102.48,-48.56,6.37,-68.14,-5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2016
4318,Crash Wheels,514920,0.0,0.0,1.0,0.0,+38.85,-6.49,-38.44,43.51,-32.46,-1.96,15.13,20.86,-0.74,-46.82,75.88,-22.49,-43.72,127.15,14.79,-56.36,52.76,-5.81,51.14,-3.29,-21.29,-36.85,79.81,+17.43,-15.0,+11.02,-39.62,-35.87,11.73,238.56,11.66,-47.06,146.56,-60.87,-53.7,577.5,-14.73,-25.81,19.71,-17.49,-31.76,-29.03,-21.71,178.02,24.66,-23.22,+11.95,102.03,-58.72,31.64,-37.08,-32.91,-77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2016
4319,Guns of Icarus Online,209080,0.0,0.0,1.0,0.0,-5.82,-34.82,-8.6,2.12,-10.54,3.82,25.62,2.76,-20.93,-29.81,-56.29,41.66,13.32,89.79,0.51,-13.62,16.79,0.9,34.51,21.19,-41.3,-83.27,118.83,-18.22,77.7,+61.53,-37.35,-27.22,-39.58,42.35,17.95,-40.04,-37.43,-11.1,-51.59,-86.46,3791.8,10.65,-35.89,-8.01,-30.82,-68.82,-1.36,732.4,22.51,-45.4,-27.08,67.12,-50.71,-20.26,31.79,-41.06,38.38,-17.95,64.19,-13.81,-22.08,-0.03,-38.96,60.24,-4.95,-20.27,-36.54,18.66,8.42,8.89,30.86,-9.51,-11.97,-30.11,-54.51,-17.59,438.43,-15.84,-45.75,0.51,-31.82,-1.98,152.1,19.76,-52.28,22.1,-46.14,-55.64,764.34,-28.83,-57.22,71.99,-39.73,+181.33,-59.17,+85.35,-77.40,+235.39,+26.22,-64.93,+393.62,-36.99,+19.81,+83.76,+12.99,-54.07,+53.09,+409.62,-29.01,,,August 2012
4320,Degrees of Separation,809880,0.0,0.0,1.0,0.0,-12.62,-2.59,23.53,-27.03,26.02,-9.08,49.57,0.84,-37.58,-16.65,-7.92,-18.76,-34.97,106.24,-22.31,-2.02,-33.75,45.46,233.21,180.45,-26.83,-12.49,39.82,-47.37,-32.86,+7.59,-54.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
4321,Six Ages: Ride Like the Wind,881420,0.0,0.0,1.0,0.0,+37.18,3.02,30.04,9.67,-26.14,32.01,-7.35,24.59,-24.57,-23.96,15.07,16.06,-41.6,37.78,-25.45,-41.72,-20.43,-22.03,-69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
4322,Settlements,704640,0.0,0.0,1.0,0.0,-23.82,2.08,26.86,-46.21,33.62,78.36,-14.21,-11.81,-0.3,-28.1,-19.65,-33.18,40.92,5.31,-11.79,40.04,-30.89,26.31,35.5,-1.75,-27.24,-8.40,12.67,-17.01,-9.71,-8.44,71.85,-5.48,-12.95,-19.73,-13.31,-36.94,-65.57,1225.29,-28.31,40.74,15.1,-33.55,-16.34,2823.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2018
4323,Sigma Theory,716640,0.0,0.0,1.0,0.0,-5.21,-32.28,6.68,-1.25,-26.6,-30.65,74.81,-23.61,-60.72,-18.71,252.35,-13.12,-3.83,-4.04,-60.75,96.39,-37.15,-36.57,397.1,-12.46,56.58,-61.38,-16.95,-26.73,-72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
4324,Koihime Enbu RyoRaiRai,795510,0.0,0.0,1.0,0.0,+52.65,292.99,-11.85,18.56,-22.51,13.47,93.84,-19.77,-15.64,-47.15,74.0,-73.08,316.06,-1.08,18.0,-40.01,-11.48,73.29,6.85,-12.46,-13.75,+21.84,4.74,-14.49,21.95,+18.08,-41.79,36.48,-5.27,2.24,-53.88,-5.48,-35.53,-69.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2018
4325,Futuball - Future Football Manager Game,1253570,0.0,0.0,1.0,0.0,-4.54,4.65,-2.88,5.53,-0.73,-11.24,3.26,-16.44,-3.13,-7.73,-23.47,-20.62,-29.9,25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2020
4326,Cake Bash,971690,0.0,0.0,1.0,0.0,-7.88,-18.3,10.32,-41.12,-3.0,22.36,-58.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
4327,Lock 'n Load Tactical Digital: Core Game,1149940,0.0,0.0,1.0,0.0,-10.83,-22.23,90.73,4.2,12.53,-5.9,-23.42,-8.95,34.67,-5.37,-30.16,-23.13,-60.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2020
4328,7 Wonders: Ancient Alien Makeover,223000,0.0,0.0,1.0,0.0,+2.88,4.1,-17.48,22.3,10.58,-3.64,-9.07,6.85,-7.62,11.62,3.93,-3.23,-15.14,10.27,20.21,-9.29,0.22,-0.79,-7.02,28.66,16.25,-39.47,22.37,+4.79,0.34,-8.76,22.33,-16.21,4.58,-10.9,21.13,-15.38,18.31,-5.59,25.79,5.66,-29.26,-0.07,1.36,-15.01,5.91,-27.54,-24.98,-12.17,167.19,-12.64,+5.42,-3.9,18.18,-2.48,-16.94,8.44,-17.37,+8.31,3.05,-0.13,-12.68,3.59,-11.03,38.01,-10.57,+13.28,-12.12,-20.2,8.59,52.81,-11.11,-1.85,-6.08,-28.01,-27.86,27.81,16.33,-7.91,4.62,-19.27,1.19,46.52,-5.78,-11.56,-22.63,-9.51,-31.82,-29.45,228.26,-14.31,-22.1,-11.0,-15.14,-18.90,+41.28,+48.05,-8.59,-11.50,-15.69,-18.28,-25.89,-25.42,+32.74,-35.63,+29.57,+33.46,+233.47,,,,,October 2012
4329,Metaverse Keeper,698870,0.0,0.0,1.0,0.0,-11.12,-20.12,-50.27,-2.74,30.59,14.3,-7.1,14.08,-22.41,-42.87,1.74,-68.45,153.55,51.93,-33.72,129.15,-3.22,-29.73,8.92,-19.47,1.76,-22.70,-11.57,-46.32,-57.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
4330,Shattered - Tale of the Forgotten King,1045180,0.0,0.0,1.0,0.0,-25.73,-39.88,-55.38,911.67,202.86,-38.97,86.58,-54.73,2.99,16.18,-15.51,-9.14,165.24,-15.03,-3.66,-8.02,-21.89,156.91,-28.58,29.08,-28.94,-18.95,-67.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2019
4331,The Silent Age,352520,0.0,0.0,1.0,0.0,-45.83,89.19,-60.72,106.85,1.46,0.24,-21.22,98.82,-32.1,-40.33,47.4,-37.06,81.62,-41.45,45.64,-31.05,53.21,-34.27,61.03,24.65,-21.37,-21.61,-40.65,+7.67,7.14,+97.91,-52.88,51.1,-50.71,83.21,11.51,-62.06,189.19,-51.11,33.06,-18.36,-32.95,2.22,15.47,9.81,-46.1,99.14,0.12,-38.11,36.4,-57.23,+81.95,-31.02,108.37,-48.68,49.68,-66.56,108.9,-58.97,314.37,-50.74,298.39,-56.63,71.96,-27.22,0.9,+159.78,-56.53,32.24,22.46,18.33,-55.07,98.39,-47.92,209.25,-44.95,94.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2015
4332,Perfect Heist,787040,0.0,0.0,1.0,0.0,+32.33,-2.56,0.56,-27.87,0.98,13.7,47.08,-22.03,-14.61,-3.55,-23.17,-10.95,-0.58,15.32,85.46,-24.22,-10.27,-26.32,-64.7,392.8,74.92,-39.03,2.7,+61.67,-19.19,-32.43,-35.84,6.06,-27.98,-38.27,-4.22,-15.5,673.54,434.78,-92.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2018
4333,Blockland,250340,0.0,0.0,1.0,0.0,+0.51,-21.81,-25.33,-0.39,-5.2,-17.23,30.96,-20.19,-6.0,-2.85,14.36,0.87,-10.84,21.18,5.34,-7.81,12.15,28.08,32.21,-9.8,-42.16,-17.18,-3.44,+31.48,-7.02,-7.75,0.41,-20.5,5.76,12.48,24.99,-5.94,-28.17,-26.61,13.96,28.65,-10.33,2.95,-1.79,-27.79,-6.57,10.83,17.86,-5.92,-23.94,-22.01,-6.42,39.07,-5.35,-3.84,-10.54,-1.73,3.88,+12.00,7.1,-0.93,-33.37,-10.13,8.53,23.53,-1.28,-5.28,1.24,-21.99,-2.48,20.41,7.13,2.54,-33.06,-1.65,3.14,29.66,-5.51,-5.6,-8.48,-12.11,1.05,5.57,27.93,-1.17,-29.27,-16.24,-11.25,116.26,-12.97,-11.75,2.76,-23.99,-49.93,,,,,,,,,,,,,,,,,,,December 2013
4334,Beast Battle Simulator,671620,0.0,0.0,1.0,0.0,-9.00,-11.79,0.46,-7.4,16.9,0.08,-3.69,27.37,-14.5,-25.81,1.68,-12.81,-1.1,-8.57,26.76,-14.72,10.85,36.34,0.87,-0.68,-10.49,-4.97,4.97,+7.49,-8.17,-8.41,-7.69,-12.3,8.39,7.53,3.16,0.75,-12.37,-13.69,1.97,18.69,-19.98,-11.27,5.47,6.38,-7.46,-3.97,-20.02,-38.14,58.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2017
4335,3000th Duel,1098080,0.0,0.0,1.0,0.0,+19.88,-34.37,102.57,-67.92,210.29,-59.88,78.25,-64.71,58.89,145.5,-33.5,-13.53,-29.41,66.86,-35.17,-20.1,-35.88,574.07,-13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
4336,Crashday Redline Edition,508980,0.0,0.0,1.0,0.0,+20.64,-33.96,-0.39,-2.69,16.18,11.24,28.06,-5.04,-34.84,-1.07,-7.23,-3.66,-27.3,84.0,25.05,-21.26,2.98,28.45,16.03,-22.81,-31.45,+0.85,21.67,+1.45,34.63,-30.74,-23.17,6.55,0.98,5.72,27.19,8.15,-28.32,-39.05,15.51,104.9,-12.75,1.83,2.15,-14.59,-15.19,-6.39,-6.36,-34.32,-67.45,6292.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2017
4337,東方輝針城 〜 Double Dealing Character,1043240,0.0,0.0,1.0,0.0,+3.65,-3.65,-6.06,1.76,22.76,32.62,-14.02,-25.37,-3.93,-9.62,-12.0,6.2,44.66,8.78,-2.84,10.57,9.13,18.04,-7.68,0.65,-22.57,+18.93,-23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2019
4338,Amalgam,1389950,0.0,0.0,1.0,0.0,-16.93,8.75,-11.47,-2.95,-11.96,-24.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2020
4339,Montaro : RE,971680,0.0,0.0,1.0,0.0,-16.29,202.16,-43.29,5.93,8.93,-5.92,-11.87,21.21,-29.25,-36.89,-6.08,29.45,30.52,40.93,-23.29,-23.49,30.06,19.12,-47.14,178.73,-48.49,-11.20,-25.61,+36.50,48.98,-7.68,-30.09,-22.11,-35.6,-71.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2018
4340,Twilight Town,486460,0.0,0.0,1.0,0.0,-0.43,-12.07,-17.89,5.19,20.42,-11.26,-7.38,9.01,-18.42,6.58,-1.41,-22.65,4.85,30.28,-12.89,-30.17,-8.64,32.42,18.27,-9.31,-17.24,-11.25,1.23,+8.27,16.81,-17.03,-15.17,8.09,4.72,3.36,5.54,11.41,0.02,-22.0,-23.9,-16.03,-12.88,-19.78,-19.59,-10.57,-8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2017
4341,STAR WARS™: X-Wing Special Edition,354430,0.0,0.0,1.0,0.0,+17.68,-9.14,-12.09,-17.71,-6.49,8.64,-12.14,16.56,-13.62,-4.59,-11.86,-32.56,70.57,46.17,2.21,-43.89,7.83,94.64,0.46,-7.64,54.02,-30.85,17.06,-50.11,139.24,-14.94,-16.39,-5.0,15.14,11.22,23.68,1.25,-18.13,-29.42,-5.67,-28.2,98.96,-7.67,-7.06,-51.31,-8.03,185.61,8.48,-4.86,5.34,-34.05,-13.42,-52.71,182.04,22.47,-47.12,-46.94,8.44,+229.52,15.03,-22.86,26.78,-19.76,-28.94,-58.75,-24.46,-50.60,323.86,-63.77,41.34,97.53,22.31,27.39,-14.19,28.35,-34.99,-78.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2015
4342,Planet Alcatraz 2,389250,0.0,0.0,1.0,0.0,-4.49,-16.02,21.11,4.46,13.13,-15.52,59.34,-34.33,24.45,-23.84,-6.62,24.05,-28.16,65.25,-15.89,-12.12,14.78,8.87,10.8,-12.88,12.78,-11.09,40.97,-8.58,48.47,-27.10,-23.67,-24.16,62.35,-7.82,34.77,16.42,-21.51,-1.82,35.1,-24.25,12.22,-11.08,-15.44,-16.75,15.97,62.99,-7.98,-17.26,6.99,-1.58,+16.84,-2.3,14.81,-6.71,-11.2,-28.91,28.85,-19.78,-20.52,237.79,-44.61,20.87,2.63,33.17,9.25,-47.70,-15.7,-15.08,12.51,-32.43,314.62,-60.56,-51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2015
4343,Pledge: Extra credit,1306780,0.0,0.0,1.0,0.0,-18.44,-11.77,-24.25,81.8,-42.2,20.7,-32.16,-67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
4344,Operation Babel: New Tokyo Legacy,548810,0.0,0.0,1.0,0.0,+59.95,12.79,-23.31,-40.22,28.33,61.56,-31.23,-39.48,231.79,-41.42,30.2,-34.06,93.37,18.19,-44.51,-18.66,100.82,38.88,12.06,-42.25,-0.33,+0.17,72.53,-40.32,124.31,-16.82,9.43,-31.06,41.9,-29.08,21.6,19.22,-30.6,-17.77,10.99,32.07,-36.84,8.4,70.55,-57.16,-22.91,-12.12,196.92,-29.54,-25.66,-17.71,-44.78,-78.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2017
4345,Terra Mystica,628900,0.0,0.0,1.0,0.0,-5.65,-8.45,-5.49,-22.58,-0.31,23.71,20.59,-9.2,-21.42,-2.02,37.64,-18.21,-40.05,76.24,77.98,-1.23,31.97,-8.1,25.86,-5.87,1.67,-7.35,16.2,-7.19,-4.52,-18.07,3.24,-12.52,-3.35,2.26,4.04,-30.83,-13.42,30.44,-12.71,-3.99,-6.34,2.91,-3.16,11.34,38.35,-10.2,0.77,-10.74,-20.18,-19.58,-46.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2017
4346,VideoPad,554820,0.0,0.0,1.0,0.0,-0.17,-11.19,-11.69,6.54,35.18,3.65,-0.5,-9.82,-3.78,-5.31,-3.42,9.18,-16.19,14.72,13.57,16.8,5.97,11.62,17.87,-9.55,-9.3,+36.79,7.0,-46.92,13.64,-10.50,27.27,-1.95,-17.32,-3.43,15.86,-5.94,3.72,-13.9,20.28,19.97,-25.09,48.69,0.53,-12.04,5.49,46.75,-24.42,117.79,-34.93,-16.19,+15.33,-25.6,10.35,44.88,-19.89,78.56,100.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2016
4347,Out of the Park Baseball 16,333820,0.0,0.0,1.0,0.0,-17.34,-2.55,32.99,13.67,3.9,7.21,-4.92,-12.26,-15.07,-4.44,-24.8,-24.15,-12.5,48.88,11.64,-9.61,2.32,-0.27,-11.8,-26.12,-16.27,+15.31,3.27,+13.36,-28.14,+11.33,8.62,-0.29,-14.71,20.01,-5.67,-14.16,-12.76,13.97,-9.08,-29.0,-13.03,-0.07,10.3,-1.87,-6.33,-10.12,-18.96,5.22,-24.48,2.7,-11.68,-7.29,-7.71,1.43,-14.52,0.66,-12.52,-23.18,-21.55,0.87,-22.68,-2.48,-21.44,-12.41,-19.06,-25.62,-15.03,-9.53,0.04,7.05,28.74,5.83,-27.66,-2.37,37.06,13.76,-10.63,52.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2015
